vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,ratecodeid,pulocationid,dolocationid,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-01-01T00:46:12.000,2020-01-01T00:56:20.000,1,260,82,1,1.25,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
1,2020-01-01T00:23:21.000,2020-01-01T00:29:49.000,1,260,129,1,0.8,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
1,2020-01-01T00:55:37.000,2020-01-01T01:11:13.000,1,260,33,3,7.7,23.0,0.5,0.5,6.05,0.0,0.3,30.35,1,1,0.0
2,2020-01-01T00:25:00.000,2020-01-01T00:47:37.000,1,66,198,1,7.83,25.5,0.5,0.5,5.36,0.0,0.3,32.16,1,1,0.0
2,2020-01-01T00:19:51.000,2020-01-01T00:34:11.000,1,129,7,1,3.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,2,1,0.0
2,2020-01-01T00:48:39.000,2020-01-01T00:57:04.000,1,95,56,1,1.54,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:05:40.000,2020-01-01T00:07:32.000,1,41,41,1,0.43,3.5,0.5,0.5,1.44,0.0,0.3,6.24,1,1,0.0
2,2020-01-01T00:13:47.000,2020-01-01T00:23:20.000,1,41,116,1,1.5,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:28:06.000,2020-01-01T00:38:50.000,1,116,127,1,3.16,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2020-01-01T00:46:42.000,2020-01-01T00:56:13.000,1,243,244,1,1.82,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:20:58.000,2020-01-01T00:33:07.000,1,41,238,1,2.66,11.5,0.5,0.5,0.0,0.0,0.3,15.55,2,1,2.75
2,2020-01-01T00:40:37.000,2020-01-01T00:50:32.000,1,166,244,1,2.82,11.0,0.5,0.5,3.5,0.0,0.3,15.8,1,1,0.0
2,2020-01-01T00:53:12.000,2020-01-01T01:22:10.000,1,244,244,1,5.82,23.5,0.5,0.5,0.0,0.0,0.3,24.8,2,1,0.0
2,2020-01-01T00:53:49.000,2020-01-01T01:02:09.000,5,71,71,1,1.29,23.0,0.0,0.5,0.0,0.0,0.3,23.8,2,2,0.0
2,2020-01-01T00:46:49.000,2020-01-01T00:49:11.000,1,75,75,2,0.26,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:47:49.000,2020-01-01T00:59:00.000,1,166,75,1,1.97,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2019-12-31T23:45:42.000,2019-12-31T23:50:34.000,1,116,244,1,0.94,5.5,0.5,0.5,0.01,0.0,0.3,6.81,1,1,0.0
2,2020-01-01T00:03:09.000,2020-01-01T00:14:02.000,1,116,168,1,2.21,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:37:41.000,2020-01-01T00:56:22.000,1,41,143,1,3.75,15.5,0.5,0.5,0.0,0.0,0.3,19.55,2,1,2.75
2,2020-01-01T00:26:52.000,2020-01-01T00:39:56.000,5,51,81,1,-0.41,7.2,0.0,0.5,0.0,0.0,0.3,8.0,2,1,0.0
2,2020-01-01T00:47:38.000,2020-01-01T01:38:49.000,1,43,231,1,5.82,32.0,0.5,0.5,9.01,0.0,0.3,45.06,1,1,2.75
2,2020-01-01T00:29:39.000,2020-01-01T00:44:41.000,1,166,75,1,2.8,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:34:46.000,2020-01-01T00:49:44.000,1,85,49,1,3.14,13.0,0.5,0.5,2.86,0.0,0.3,17.16,1,1,0.0
2,2020-01-01T00:36:26.000,2020-01-01T01:00:10.000,1,116,147,1,5.61,20.0,0.5,0.5,0.0,0.0,0.3,21.3,2,1,0.0
2,2020-01-01T00:10:15.000,2020-01-01T00:22:42.000,1,129,179,1,3.36,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2020-01-01T00:33:42.000,2020-01-01T01:30:10.000,1,223,170,1,6.2,36.0,0.5,0.5,6.01,0.0,0.3,48.01,1,1,2.75
2,2020-01-01T00:26:18.000,2020-01-01T00:29:43.000,1,7,7,2,0.59,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:31:19.000,2020-01-01T00:34:07.000,1,7,7,2,0.54,4.0,0.5,0.5,0.0,0.0,0.3,5.3,1,1,0.0
2,2020-01-01T00:50:58.000,2020-01-01T01:08:42.000,1,7,260,2,2.88,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2020-01-01T00:30:20.000,2020-01-01T00:35:26.000,1,129,129,6,0.77,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:20:35.000,2020-01-01T00:22:33.000,5,49,49,1,0.0,20.0,0.0,0.0,0.0,0.0,0.3,20.3,1,2,0.0
2,2020-01-01T00:45:37.000,2020-01-01T00:59:09.000,1,33,106,1,1.78,11.0,0.5,0.5,2.46,0.0,0.3,14.76,1,1,0.0
2,2020-01-01T00:22:19.000,2020-01-01T00:30:06.000,1,179,7,2,1.36,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:41:50.000,2020-01-01T00:53:16.000,1,7,173,2,4.69,15.5,0.5,0.5,0.0,0.0,0.3,16.8,2,1,0.0
2,2020-01-01T00:18:57.000,2020-01-01T00:26:06.000,1,82,173,3,1.12,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:31:35.000,2020-01-01T00:53:37.000,1,173,83,3,2.38,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2020-01-01T00:56:55.000,2020-01-01T01:07:25.000,1,83,56,4,1.87,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:52:14.000,2020-01-01T01:05:11.000,1,82,160,4,2.46,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
1,2020-01-01T00:07:37.000,2020-01-01T00:34:07.000,1,41,254,1,0.0,28.2,0.0,0.5,0.0,0.0,0.3,29.0,1,1,0.0
2,2020-01-01T00:11:53.000,2020-01-01T00:16:52.000,1,75,74,1,1.1,6.0,0.5,0.5,5.0,0.0,0.3,12.3,1,1,0.0
2,2020-01-01T00:49:41.000,2020-01-01T00:59:06.000,1,75,41,2,1.87,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,1,0.0
1,2020-01-01T00:12:44.000,2020-01-01T00:26:47.000,1,181,17,1,2.5,11.5,0.5,0.5,2.55,0.0,0.3,15.35,1,1,0.0
1,2020-01-01T00:39:03.000,2020-01-01T00:48:28.000,1,181,62,1,1.5,8.5,0.5,0.5,1.95,0.0,0.3,11.75,1,1,0.0
2,2020-01-01T00:37:38.000,2020-01-01T00:54:06.000,1,112,49,1,4.13,15.5,0.5,0.5,4.2,0.0,0.3,21.0,1,1,0.0
2,2020-01-01T00:58:38.000,2020-01-01T01:08:58.000,1,17,255,1,2.11,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2020-01-01T00:04:55.000,2020-01-01T00:05:04.000,5,129,129,1,0.1,30.0,0.0,0.0,0.0,0.0,0.3,30.3,1,2,0.0
2,2020-01-01T00:37:25.000,2020-01-01T00:55:21.000,1,82,129,1,2.35,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2020-01-01T00:22:39.000,2020-01-01T00:42:05.000,1,190,255,1,3.85,16.5,0.5,0.5,3.56,0.0,0.3,21.36,1,1,0.0
2,2020-01-01T00:47:50.000,2020-01-01T01:05:32.000,1,255,233,1,5.16,18.5,0.5,0.5,1.0,0.0,0.3,23.55,1,1,2.75
2,2020-01-01T00:03:33.000,2020-01-01T00:10:56.000,1,42,168,1,1.42,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,1,0.0
2,2020-01-01T00:16:46.000,2020-01-01T00:27:03.000,1,97,40,5,2.19,10.0,0.5,0.5,2.26,0.0,0.3,13.56,1,1,0.0
2,2020-01-01T00:33:09.000,2020-01-02T00:00:00.000,1,40,97,5,1.87,22.0,0.5,0.5,0.0,0.0,0.3,23.3,2,1,0.0
2,2020-01-01T00:40:33.000,2020-01-01T00:40:38.000,5,181,181,1,0.0,54.0,0.0,0.0,10.86,0.0,0.3,65.16,1,2,0.0
2,2020-01-01T00:13:34.000,2020-01-01T00:25:27.000,1,49,49,2,2.1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:38:25.000,2020-01-01T00:46:23.000,1,97,33,2,1.47,7.5,0.5,0.5,2.2,0.0,0.3,11.0,1,1,0.0
2,2020-01-01T00:21:56.000,2020-01-01T00:26:46.000,1,223,223,1,0.69,5.0,0.5,0.5,1.26,0.0,0.3,9.51,1,1,0.0
2,2020-01-01T00:38:27.000,2020-01-01T00:50:50.000,1,7,226,1,2.79,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:59:44.000,2020-01-01T01:10:38.000,1,260,146,1,2.02,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2020-01-01T00:39:34.000,2020-01-01T00:46:34.000,1,129,82,2,1.05,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:51:24.000,2020-01-01T01:34:52.000,1,242,50,1,14.35,44.0,0.5,0.5,8.13,6.12,0.3,64.25,1,1,2.75
2,2020-01-01T00:13:57.000,2020-01-01T00:31:50.000,1,255,223,1,6.54,21.0,0.5,0.5,4.46,0.0,0.3,26.76,1,1,0.0
2,2020-01-01T00:53:45.000,2020-01-01T01:28:05.000,1,255,141,1,7.17,26.5,0.5,0.5,5.5,0.0,0.3,36.05,1,1,2.75
2,2019-12-31T23:59:32.000,2020-01-01T00:15:33.000,1,75,169,1,5.57,17.0,0.5,0.5,0.0,0.0,0.3,18.3,1,1,0.0
2,2020-01-01T00:17:52.000,2020-01-01T00:40:27.000,1,94,147,1,4.3,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2,1,0.0
2,2020-01-01T01:04:55.000,2020-01-01T01:13:40.000,1,223,7,1,1.41,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,1,0.0
2,2020-01-01T00:46:32.000,2020-01-01T01:03:57.000,1,82,173,1,2.41,12.5,0.5,0.5,0.0,0.0,0.3,13.8,2,1,0.0
2,2020-01-01T00:36:19.000,2020-01-01T01:23:19.000,1,83,226,1,10.05,36.5,0.5,0.5,0.0,0.0,0.3,37.8,2,1,0.0
2,2020-01-01T00:18:43.000,2020-01-01T00:35:02.000,1,42,153,1,4.92,17.0,0.5,0.5,0.0,0.0,0.3,18.3,2,1,0.0
2,2020-01-01T00:44:42.000,2020-01-01T00:46:22.000,1,235,235,1,0.32,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:47:33.000,2020-01-01T01:08:52.000,1,235,74,1,4.68,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2,1,0.0
2,2020-01-01T00:05:38.000,2020-01-01T00:17:09.000,1,65,49,1,1.53,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2020-01-01T00:27:53.000,2020-01-01T00:39:31.000,1,25,181,1,1.87,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2020-01-01T00:14:25.000,2020-01-01T00:25:05.000,1,36,37,1,0.76,8.0,0.5,0.5,1.0,0.0,0.3,10.3,1,1,0.0
2,2020-01-01T00:27:25.000,2020-01-01T00:33:37.000,1,225,36,1,0.79,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1,1,0.0
2,2020-01-01T00:35:23.000,2020-01-01T01:10:57.000,1,36,107,1,10.41,34.0,0.5,0.5,13.25,6.12,0.3,57.42,1,1,2.75
2,2020-01-01T00:03:12.000,2020-01-01T00:17:37.000,1,66,195,1,2.49,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,1,0.0
2,2020-01-01T00:32:09.000,2020-01-01T00:47:13.000,1,65,49,1,3.22,13.5,0.5,0.5,2.96,0.0,0.3,17.76,1,1,0.0
2,2020-01-01T00:30:27.000,2020-01-01T00:42:38.000,1,244,151,1,4.81,16.0,0.5,0.5,2.0,0.0,0.3,22.05,1,1,2.75
1,2020-01-01T00:24:44.000,2020-01-01T00:36:22.000,1,75,141,2,2.6,10.5,3.25,0.5,0.0,0.0,0.3,14.55,2,1,2.75
2,2020-01-01T00:39:16.000,2020-01-01T00:50:22.000,1,97,181,2,1.9,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
1,2020-01-01T00:43:47.000,2020-01-01T00:57:54.000,1,62,133,1,2.9,12.0,0.5,0.5,2.65,0.0,0.3,15.95,1,1,0.0
2,2020-01-01T00:13:36.000,2020-01-01T00:26:41.000,1,82,173,3,2.35,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:34:10.000,2020-01-01T00:45:54.000,1,92,260,2,5.36,17.0,0.5,0.5,0.0,0.0,0.3,18.3,2,1,0.0
2,2020-01-01T00:40:07.000,2020-01-01T00:44:05.000,1,25,25,1,0.67,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:45:15.000,2020-01-01T01:00:20.000,1,25,256,1,3.25,13.5,0.5,0.5,2.96,0.0,0.3,17.76,1,1,0.0
2,2020-01-01T00:18:04.000,2020-01-01T00:23:33.000,1,134,134,1,0.86,6.0,0.5,0.5,0.0,0.0,0.3,7.3,1,1,0.0
2,2020-01-01T00:40:43.000,2020-01-01T00:54:25.000,1,166,236,1,2.6,12.0,0.5,0.5,3.21,0.0,0.3,19.26,1,1,2.75
2,2020-01-01T00:25:20.000,2020-01-01T00:59:11.000,1,41,22,1,18.4,50.5,0.5,0.5,8.0,0.0,0.3,62.55,1,1,2.75
2,2020-01-01T00:56:15.000,2020-01-01T01:13:17.000,1,169,242,1,5.3,18.0,0.5,0.5,0.0,0.0,0.3,19.3,2,1,0.0
2,2020-01-01T00:56:09.000,2020-01-01T01:13:52.000,1,116,74,1,2.94,13.5,0.5,0.5,0.0,0.0,0.3,14.8,2,1,0.0
2,2020-01-01T00:20:12.000,2020-01-01T00:33:22.000,1,181,33,1,1.88,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:53:06.000,2020-01-01T01:12:32.000,1,255,141,1,5.6,19.0,0.5,0.5,4.61,0.0,0.3,27.66,1,1,2.75
2,2020-01-01T00:07:59.000,2020-01-01T00:29:07.000,1,181,210,1,6.68,22.0,0.5,0.5,4.66,0.0,0.3,27.96,1,1,0.0
2,2020-01-01T00:08:52.000,2020-01-01T00:28:35.000,1,7,196,1,7.32,22.0,0.5,0.5,0.0,0.0,0.3,23.3,2,1,0.0
2,2020-01-01T00:07:01.000,2020-01-01T00:20:12.000,1,25,62,1,2.86,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2020-01-01T00:25:25.000,2020-01-01T00:43:42.000,1,189,232,1,5.03,18.0,0.5,0.5,4.41,0.0,0.3,26.46,1,1,2.75
2,2020-01-01T00:52:34.000,2020-01-01T01:03:53.000,1,256,33,1,3.94,14.0,0.5,0.5,3.06,0.0,0.3,18.36,1,1,0.0
2,2019-12-31T23:59:40.000,2020-01-01T00:06:48.000,1,248,20,1,2.9,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:53:24.000,2020-01-01T01:09:07.000,1,74,143,1,3.79,14.0,0.5,0.5,0.0,0.0,0.3,18.05,2,1,2.75
2,2020-01-01T00:08:08.000,2020-01-01T00:45:33.000,1,255,201,5,26.04,69.5,0.5,0.5,18.27,2.29,0.3,91.36,1,1,0.0
2,2020-01-01T00:27:10.000,2020-01-01T00:46:57.000,1,33,11,6,7.7,24.5,0.5,0.5,0.0,0.0,0.3,25.8,2,1,0.0
2,2020-01-01T01:00:41.000,2020-01-01T01:36:05.000,1,228,37,6,11.14,36.5,0.5,0.5,7.56,0.0,0.3,47.31,1,1,0.0
2,2020-01-01T00:37:53.000,2020-01-01T00:52:14.000,1,7,129,1,2.94,13.0,0.5,0.5,2.86,0.0,0.3,17.16,1,1,0.0
2,2020-01-01T00:25:42.000,2020-01-01T00:31:28.000,1,7,223,1,1.01,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:47:02.000,2020-01-01T01:06:32.000,1,7,40,1,12.13,33.5,0.5,0.5,6.96,0.0,0.3,41.76,1,1,0.0
2,2020-01-01T00:21:06.000,2020-01-01T00:27:14.000,1,18,136,1,1.26,6.5,0.5,0.5,0.0,0.0,0.3,7.8,1,1,0.0
2,2020-01-01T00:51:50.000,2020-01-01T01:06:22.000,1,174,78,1,4.1,14.5,0.5,0.5,3.95,0.0,0.3,21.7,1,1,0.0
1,2020-01-01T00:13:07.000,2020-01-01T00:43:43.000,1,92,134,1,7.8,28.0,0.5,0.5,0.0,0.0,0.3,29.3,2,1,0.0
2,2020-01-01T00:22:33.000,2020-01-01T00:32:46.000,1,82,56,1,1.52,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:50:56.000,2020-01-01T01:01:14.000,1,82,173,1,1.32,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:04:30.000,2020-01-01T00:06:20.000,1,41,41,1,0.26,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:44:54.000,2020-01-01T00:56:47.000,1,42,151,1,2.06,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:36:19.000,2020-01-01T00:50:32.000,1,260,146,1,2.55,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2,1,0.0
2,2020-01-01T00:41:26.000,2020-01-01T00:48:41.000,1,82,82,1,1.33,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1,1,0.0
2,2020-01-01T00:39:07.000,2020-01-01T00:50:12.000,1,166,143,1,4.77,16.0,0.5,0.5,0.0,0.0,0.3,20.05,2,1,2.75
2,2020-01-01T00:36:28.000,2020-01-01T00:40:37.000,1,223,7,2,0.68,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,1,0.0
2,2020-01-01T00:46:28.000,2020-01-01T00:49:30.000,1,223,223,2,0.51,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1,1,0.0
2,2020-01-01T00:10:25.000,2020-01-01T00:15:38.000,1,41,42,1,0.76,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,1,0.0
2,2020-01-01T00:19:49.000,2020-01-01T00:28:16.000,1,42,166,1,1.59,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:31:28.000,2020-01-01T00:34:46.000,1,166,24,1,0.5,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1,1,0.0
2,2020-01-01T00:35:53.000,2020-01-01T00:45:01.000,1,43,74,1,0.74,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T00:05:37.000,2020-01-01T00:16:39.000,1,43,142,1,2.81,10.5,0.5,0.5,2.0,0.0,0.3,16.55,1,1,2.75
2,2020-01-01T00:44:43.000,2020-01-01T00:51:07.000,1,112,145,1,1.6,7.0,0.5,0.5,0.01,0.0,0.3,8.31,1,1,0.0
2,2020-01-01T00:59:59.000,2020-01-01T01:25:46.000,1,112,61,1,4.15,19.0,0.5,0.5,0.0,0.0,0.3,20.3,2,1,0.0
2,2020-01-01T00:34:41.000,2020-01-01T01:30:40.000,1,41,158,1,6.94,35.5,0.5,0.5,11.86,0.0,0.3,51.41,1,1,2.75
2,2020-01-01T00:29:00.000,2020-01-01T00:49:26.000,5,225,177,1,2.05,23.0,0.0,0.0,0.0,0.0,0.3,23.3,2,1,0.0
2,2020-01-01T00:37:02.000,2020-01-01T00:49:26.000,1,181,61,1,2.54,11.0,0.5,0.5,2.46,0.0,0.3,14.76,1,1,0.0
2,2020-01-01T00:30:31.000,2020-01-01T00:40:28.000,1,166,238,1,2.14,9.5,0.5,0.5,2.71,0.0,0.3,16.26,1,1,2.75
2,2020-01-01T00:56:03.000,2020-01-01T01:05:07.000,1,236,263,2,0.95,7.5,0.5,0.5,2.31,0.0,0.3,13.86,1,1,2.75
1,2020-01-01T00:09:15.000,2020-01-01T00:21:26.000,1,33,87,4,2.3,11.0,3.25,0.5,0.0,0.0,0.3,15.05,2,1,2.75
1,2020-01-01T00:30:49.000,2020-01-01T00:50:20.000,1,66,225,1,3.6,15.0,0.5,0.5,3.25,0.0,0.3,19.55,1,1,0.0
2,2020-01-01T00:13:20.000,2020-01-01T00:19:43.000,1,166,152,1,1.25,7.0,0.5,0.5,2.08,0.0,0.3,10.38,1,1,0.0
2,2020-01-01T00:24:05.000,2020-01-01T00:37:23.000,1,166,244,1,2.27,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:51:37.000,2020-01-01T01:06:09.000,1,116,74,1,2.74,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
1,2020-01-01T00:06:19.000,2020-01-01T00:26:22.000,1,255,181,2,4.9,18.5,0.5,0.5,4.95,0.0,0.3,24.75,1,1,0.0
1,2020-01-01T00:33:18.000,2020-01-01T00:38:18.000,1,181,181,2,0.8,5.5,0.5,0.5,2.0,0.0,0.3,8.8,1,1,0.0
1,2020-01-01T00:49:33.000,2020-01-01T01:04:56.000,1,181,61,1,2.6,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:27:27.000,2020-01-01T00:41:02.000,1,42,47,1,2.75,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:25:31.000,2020-01-01T00:25:41.000,5,225,225,1,0.03,15.0,0.0,0.0,0.09,0.0,0.3,15.39,1,2,0.0
2,2020-01-01T00:10:16.000,2020-01-01T00:13:22.000,1,75,41,1,0.62,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:09:43.000,2020-01-01T00:23:12.000,1,42,75,1,2.27,11.0,0.5,0.5,1.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:35:30.000,2020-01-01T00:42:32.000,1,41,42,1,1.48,7.5,0.5,0.5,0.0,0.0,0.3,8.8,1,1,0.0
2,2020-01-01T00:57:58.000,2020-01-01T01:15:29.000,1,41,235,1,5.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2,1,0.0
2,2020-01-01T00:54:28.000,2020-01-01T01:05:28.000,1,260,145,1,2.28,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:44:07.000,2020-01-01T00:44:12.000,5,215,215,5,0.0,15.0,0.0,0.0,3.06,0.0,0.3,18.36,1,2,0.0
2,2020-01-01T00:19:58.000,2020-01-01T00:52:29.000,1,255,90,1,6.46,26.5,0.5,0.5,3.06,0.0,0.3,33.61,1,1,2.75
2,2020-01-01T00:32:14.000,2020-01-01T00:43:55.000,5,247,241,1,5.52,10.0,0.0,0.0,0.0,0.0,0.3,10.3,2,2,0.0
2,2020-01-01T00:58:38.000,2020-01-01T01:01:50.000,1,243,243,1,0.55,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:56:11.000,2020-01-01T01:02:47.000,1,41,42,1,1.3,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,1,0.0
2,2020-01-01T00:24:57.000,2020-01-01T00:30:16.000,1,260,226,1,1.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:32:15.000,2020-01-01T00:39:37.000,1,42,42,1,1.13,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:42:15.000,2020-01-01T00:49:40.000,1,42,74,1,1.02,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:53:45.000,2020-01-01T00:58:23.000,1,41,42,1,0.73,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:41:45.000,2020-01-01T00:50:10.000,1,7,226,1,1.58,7.5,0.5,0.5,2.2,0.0,0.3,11.0,1,1,0.0
2,2020-01-01T00:17:44.000,2020-01-01T00:39:37.000,1,181,89,1,3.8,17.0,0.5,0.5,0.0,0.0,0.3,18.3,2,1,0.0
2,2020-01-01T00:44:52.000,2020-01-01T01:10:00.000,1,85,35,1,3.83,18.0,0.5,0.5,0.0,0.0,0.3,19.3,2,1,0.0
2,2020-01-01T00:28:37.000,2020-01-01T00:39:29.000,1,168,244,1,3.1,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2,1,0.0
2,2020-01-01T00:57:58.000,2020-01-01T01:13:59.000,1,24,48,1,3.14,13.5,0.5,0.5,3.51,0.0,0.3,21.06,1,1,2.75
2,2020-01-01T01:40:46.000,2020-01-01T01:49:06.000,1,166,238,1,1.33,7.5,0.5,0.5,3.46,0.0,0.3,15.01,1,1,2.75
2,2020-01-01T01:31:01.000,2020-01-01T01:49:28.000,5,181,154,2,12.42,84.0,0.0,0.0,16.86,0.0,0.3,101.16,1,2,0.0
2,2020-01-01T01:09:10.000,2020-01-01T01:34:24.000,1,106,225,1,5.16,20.0,0.5,0.5,4.26,0.0,0.3,27.51,1,1,0.0
2,2020-01-01T01:46:03.000,2020-01-01T02:08:06.000,1,17,196,1,8.93,27.0,0.5,0.5,5.66,0.0,0.3,35.91,1,1,0.0
2,2020-01-01T01:35:56.000,2020-01-01T01:42:41.000,1,188,189,1,1.7,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,1,0.0
2,2020-01-01T01:44:25.000,2020-01-01T01:49:51.000,1,189,17,1,1.43,6.5,0.5,0.5,1.95,0.0,0.3,9.75,1,1,0.0
2,2020-01-01T01:51:15.000,2020-01-01T02:04:50.000,1,17,37,1,2.28,11.0,0.5,0.5,2.46,0.0,0.3,14.76,1,1,0.0
2,2020-01-01T01:49:49.000,2020-01-01T01:55:26.000,1,41,116,1,1.32,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T01:57:55.000,2020-01-01T02:06:01.000,1,116,119,1,1.84,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T01:29:29.000,2020-01-01T01:41:26.000,1,82,95,2,2.85,11.0,0.5,0.5,10.0,0.0,0.3,22.3,1,1,0.0
2,2020-01-01T01:54:34.000,2020-01-01T02:02:42.000,1,82,160,2,1.43,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T01:12:06.000,2020-01-01T01:22:53.000,1,129,260,1,1.36,8.5,0.5,0.5,2.94,0.0,0.3,12.74,1,1,0.0
2,2020-01-01T01:04:30.000,2020-01-01T01:16:28.000,1,83,196,1,2.57,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T01:36:53.000,2020-01-01T01:41:39.000,1,83,157,1,1.28,6.0,0.5,0.5,2.19,0.0,0.3,9.49,1,1,0.0
2,2020-01-01T01:27:43.000,2020-01-01T01:30:59.000,1,226,260,1,0.84,4.5,0.5,0.5,1.2,0.0,0.3,7.0,1,1,0.0
